id_hd;REGION;s1a1;s1a2;s1a3;s1a4;s1a5;s1a6;s2a1;s2a2;s2a3;s2a4;s2a5;s2a6;MEMBERS;Weight
1;8;0;0;0;1;0;0;0;2;0;1;0;0;4;507.837303
2;4;0;0;0;1;0;0;0;0;1;1;0;0;3;462.0151652
3;4;1;0;1;0;0;0;0;0;1;0;0;0;3;462.0151652
4;5;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
5;7;0;0;0;1;0;0;0;0;0;0;0;1;2;446.0447608
6;3;0;0;0;0;0;0;0;0;0;1;0;0;1;707.1721562
7;7;0;0;1;0;0;0;0;0;0;0;0;1;2;446.0447608
8;5;0;1;0;1;0;0;0;0;1;1;0;0;4;507.837303
9;2;0;0;0;1;0;0;0;1;1;1;0;0;4;507.837303
10;2;0;1;0;1;0;0;0;0;1;0;0;0;3;462.0151652
11;8;0;0;0;1;0;0;0;1;0;1;0;0;3;462.0151652
12;7;0;0;1;1;0;0;0;1;1;1;0;0;5;395.5361707
13;8;0;0;0;0;0;1;0;0;0;0;0;0;1;707.1721562
14;3;0;0;1;0;0;0;0;0;1;1;0;0;3;462.0151652
15;5;0;0;0;0;0;0;0;0;1;0;1;0;2;446.0447608
16;6;0;0;0;1;0;0;1;1;0;1;0;0;4;507.837303
17;1;0;0;0;1;0;0;0;0;0;1;0;0;2;446.0447608
18;6;0;1;0;1;0;0;0;0;1;1;0;0;4;507.837303
19;4;0;0;0;0;0;0;0;2;1;0;0;0;3;462.0151652
20;6;0;0;1;0;0;0;0;0;0;0;0;0;1;707.1721562
21;5;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
22;8;0;1;0;1;0;0;0;0;1;0;0;0;3;462.0151652
23;3;0;0;0;1;0;0;0;0;0;0;0;1;2;446.0447608
24;4;0;0;0;0;1;0;0;0;1;0;1;0;3;462.0151652
25;1;0;0;1;0;1;0;0;0;1;1;0;0;4;507.837303
26;5;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
27;1;0;0;0;0;0;0;0;1;0;1;0;0;2;446.0447608
28;6;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
29;7;2;0;1;0;0;0;1;0;1;0;0;0;5;395.5361707
30;4;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
31;8;0;0;1;0;0;1;0;0;0;0;1;0;3;462.0151652
32;1;0;0;0;0;1;0;1;0;1;0;1;0;4;507.837303
33;2;0;0;0;0;1;0;0;0;2;0;1;0;4;507.837303
34;6;0;0;0;0;0;0;0;1;0;1;0;0;2;446.0447608
35;6;0;1;0;0;0;0;1;0;1;0;0;0;3;462.0151652
36;1;0;0;2;0;1;0;0;0;0;0;1;0;4;507.837303
37;4;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
38;8;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
39;8;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
40;6;1;0;1;0;0;0;1;0;1;0;0;0;4;507.837303
41;4;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
42;5;0;1;0;0;0;0;0;0;0;1;0;0;2;446.0447608
43;6;1;0;1;0;0;0;0;0;1;0;0;0;3;462.0151652
44;8;1;0;0;1;0;0;0;0;1;1;0;0;4;507.837303
45;1;0;0;0;1;0;0;0;0;0;0;1;0;2;446.0447608
46;2;0;0;0;1;0;0;0;0;1;0;0;0;2;446.0447608
47;8;0;0;0;0;0;0;0;0;0;1;0;0;1;707.1721562
48;6;0;0;0;0;0;0;0;0;1;0;1;0;2;446.0447608
49;7;0;0;2;0;0;0;0;0;1;0;1;0;4;507.837303
50;4;0;1;1;0;0;0;0;0;1;1;0;0;4;507.837303
51;3;0;0;0;1;0;0;0;1;0;1;0;0;3;462.0151652
52;5;0;1;0;1;0;0;0;1;0;1;0;0;4;507.837303
53;3;0;0;1;0;0;0;0;0;1;0;0;0;2;446.0447608
54;6;0;0;1;0;0;0;0;0;0;0;1;0;2;446.0447608
55;8;0;0;0;0;1;0;0;0;0;0;0;0;1;707.1721562
56;8;0;0;1;0;0;0;0;0;0;0;1;0;2;446.0447608
57;6;0;1;0;1;0;0;0;1;0;1;0;0;4;507.837303
58;2;0;0;0;0;0;0;0;0;0;1;0;1;2;446.0447608
59;1;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
60;7;0;0;0;0;0;1;0;0;0;0;1;0;2;446.0447608
61;7;0;0;1;0;0;0;0;0;0;0;0;1;2;446.0447608
62;4;0;0;0;0;0;1;0;0;2;0;0;1;4;507.837303
63;7;0;0;1;0;0;1;0;0;2;0;1;0;5;395.5361707
64;8;0;0;0;0;0;0;0;0;1;1;0;0;2;446.0447608
65;7;0;0;0;0;1;0;0;0;0;0;0;1;2;446.0447608
66;4;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
67;4;0;0;1;0;0;0;0;0;0;0;0;0;1;707.1721562
68;4;0;0;1;0;1;0;0;0;0;0;1;0;3;462.0151652
69;5;0;1;0;0;1;0;0;0;0;1;0;0;3;462.0151652
70;8;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
71;4;0;0;1;0;0;0;0;0;0;0;1;0;2;446.0447608
72;4;0;1;0;1;0;0;0;0;1;1;0;0;4;507.837303
73;2;0;0;1;0;0;0;0;0;1;0;0;0;2;446.0447608
74;8;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
75;6;2;0;1;0;0;0;1;0;1;0;0;0;5;395.5361707
76;5;0;0;0;0;1;0;0;0;0;1;0;0;2;446.0447608
77;2;0;0;0;1;0;0;0;0;0;0;0;0;1;707.1721562
78;6;0;1;0;0;0;0;0;0;0;1;0;0;2;446.0447608
79;8;0;3;0;1;0;0;0;0;1;0;0;0;5;395.5361707
80;5;0;1;0;1;0;0;1;0;1;0;0;0;4;507.837303
81;6;0;0;1;0;0;0;1;0;1;0;0;0;3;462.0151652
82;5;0;0;0;0;1;0;0;0;0;1;0;0;2;446.0447608
83;5;0;0;0;1;0;0;0;0;0;1;0;0;2;446.0447608
84;8;0;0;1;0;0;0;1;0;1;0;0;0;3;462.0151652
85;7;0;0;0;0;0;0;0;0;0;1;0;1;2;446.0447608
86;5;0;0;0;0;0;0;0;2;1;0;0;0;3;462.0151652
87;6;1;0;0;0;0;1;0;0;0;1;0;0;3;462.0151652
88;6;1;2;1;0;0;0;0;0;1;0;0;0;5;395.5361707
89;6;0;0;1;0;0;0;0;0;0;0;0;0;1;707.1721562
90;3;1;0;1;0;0;0;0;0;1;0;0;0;3;462.0151652
91;2;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
92;2;1;0;1;0;0;0;1;0;1;0;0;0;4;507.837303
93;5;0;1;0;1;0;0;0;0;1;0;0;0;3;462.0151652
94;4;0;0;1;0;1;0;0;0;0;0;1;0;3;462.0151652
95;2;0;1;1;0;0;0;0;0;0;1;0;0;3;462.0151652
96;7;0;0;0;0;0;0;0;0;0;1;0;1;2;446.0447608
97;7;0;0;0;0;0;1;0;0;0;0;1;0;2;446.0447608
98;8;0;0;1;0;1;0;0;0;0;0;1;0;3;462.0151652
99;1;0;0;0;0;0;0;1;0;2;1;0;0;4;507.837303
100;6;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
101;2;0;2;0;0;0;0;0;0;1;0;0;0;3;462.0151652
102;7;0;0;0;0;0;1;0;1;1;0;0;1;4;507.837303
103;5;0;0;0;1;0;0;0;0;0;0;0;1;2;446.0447608
104;6;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
105;1;0;0;0;0;0;0;0;0;0;0;1;1;2;446.0447608
106;3;0;1;0;0;1;0;0;0;2;1;0;0;5;395.5361707
107;2;0;0;0;1;0;0;0;0;1;0;0;0;2;446.0447608
108;6;0;0;0;0;0;0;1;0;1;0;0;1;3;462.0151652
109;4;2;0;1;0;0;0;0;0;1;0;0;0;4;507.837303
110;6;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
111;7;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
112;2;0;0;1;0;0;0;0;0;1;0;0;0;2;446.0447608
113;3;0;0;0;0;0;1;0;1;0;0;0;1;3;462.0151652
114;2;0;1;0;1;0;0;0;1;0;1;0;0;4;507.837303
115;8;1;0;1;0;0;0;0;0;1;0;0;0;3;462.0151652
116;2;0;0;0;1;0;0;0;1;0;1;0;0;3;462.0151652
117;4;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
118;1;0;1;0;1;0;0;0;0;0;1;0;0;3;462.0151652
119;7;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
120;4;0;0;1;0;1;0;0;0;0;0;1;0;3;462.0151652
121;3;0;1;0;0;1;0;0;1;0;1;0;0;4;507.837303
122;2;0;0;0;0;0;1;0;0;0;0;1;0;2;446.0447608
123;3;0;0;0;0;0;1;0;0;0;0;1;1;3;462.0151652
124;6;2;1;1;0;0;0;0;0;1;0;0;0;5;395.5361707
125;2;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
126;2;0;0;1;0;0;0;0;0;1;0;0;0;2;446.0447608
127;5;0;0;1;0;0;1;0;0;0;0;1;0;3;462.0151652
128;1;0;0;0;0;1;0;0;0;2;0;1;0;4;507.837303
129;5;0;0;1;0;0;0;0;0;1;0;1;0;3;462.0151652
130;7;1;0;1;0;0;0;0;1;0;0;0;0;3;462.0151652
131;5;0;0;0;0;0;1;0;0;0;0;1;0;2;446.0447608
132;1;0;0;0;0;0;0;0;1;0;0;1;0;2;446.0447608
133;3;1;0;1;0;0;0;0;0;1;0;0;0;3;462.0151652
134;7;0;0;0;0;0;1;0;0;0;0;0;0;1;707.1721562
135;5;0;1;0;1;0;0;0;1;1;0;0;0;4;507.837303
136;7;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
137;2;0;0;0;1;0;0;0;1;0;1;0;0;3;462.0151652
138;3;0;0;0;1;0;0;0;0;0;1;0;0;2;446.0447608
139;2;0;1;0;0;0;0;0;0;0;0;0;0;1;707.1721562
140;2;1;0;1;1;0;0;0;0;1;1;0;0;5;395.5361707
141;4;0;0;0;0;1;1;1;0;1;0;0;1;5;350.1593899
142;1;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
143;5;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
144;6;0;0;0;1;0;0;0;2;0;1;0;0;4;507.837303
145;3;0;0;0;1;0;0;0;3;0;1;0;0;5;395.5361707
146;6;0;0;1;0;0;0;0;1;1;0;0;0;3;462.0151652
147;3;0;0;1;0;0;0;0;0;1;0;0;0;2;446.0447608
148;6;0;1;0;0;1;0;0;0;0;1;0;0;3;462.0151652
149;2;0;0;0;1;0;0;0;1;0;0;0;0;2;446.0447608
150;8;0;2;0;0;0;0;0;0;0;1;0;0;3;462.0151652
151;6;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
152;7;0;0;1;0;0;0;1;1;0;1;0;0;4;507.837303
153;8;0;0;1;0;1;0;0;0;0;0;1;0;3;462.0151652
154;6;0;0;1;0;0;0;0;0;1;0;0;0;2;446.0447608
155;2;0;0;0;1;0;0;0;1;1;0;0;0;3;462.0151652
156;4;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
157;7;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
158;2;0;0;1;0;0;1;0;0;0;0;1;0;3;462.0151652
159;8;0;1;0;1;0;0;0;1;0;1;0;0;4;507.837303
160;4;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
161;4;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
162;8;0;0;0;0;0;1;0;0;0;1;0;1;3;462.0151652
163;4;1;0;1;0;0;0;1;0;1;0;0;0;4;507.837303
164;3;1;2;0;1;0;0;0;0;0;1;0;0;5;395.5361707
165;4;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
166;3;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
167;7;0;0;0;0;1;1;0;0;0;1;0;0;3;462.0151652
168;7;0;0;0;1;0;0;0;1;1;1;0;0;4;507.837303
169;8;0;1;0;0;1;0;0;0;0;1;0;0;3;462.0151652
170;1;0;0;1;0;1;0;0;0;0;1;0;0;3;462.0151652
171;1;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
172;7;0;1;1;0;0;0;0;0;1;0;0;1;4;507.837303
173;3;1;0;0;1;0;0;0;2;0;1;0;0;5;395.5361707
174;7;0;0;0;1;0;0;0;2;0;1;0;0;4;507.837303
175;8;0;0;0;0;0;0;0;0;0;1;0;1;2;446.0447608
176;3;0;0;0;0;1;0;0;1;1;1;0;0;4;507.837303
177;7;0;3;1;0;0;0;0;0;1;0;0;0;5;395.5361707
178;2;0;0;0;0;1;0;0;1;0;0;1;0;3;462.0151652
179;8;0;0;1;0;0;0;0;1;1;0;0;0;3;462.0151652
180;6;0;1;0;0;0;1;0;0;1;0;0;1;4;507.837303
181;2;0;1;0;1;0;0;0;2;0;1;0;0;5;395.5361707
182;3;1;0;1;0;0;0;2;0;1;0;0;0;5;395.5361707
183;7;0;0;1;0;0;1;0;0;0;0;1;0;3;462.0151652
184;3;0;2;1;0;0;0;0;0;1;0;0;0;4;507.837303
185;5;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
186;5;2;0;1;0;0;0;1;0;1;0;0;0;5;395.5361707
187;8;0;0;2;0;0;0;0;0;0;0;1;0;3;462.0151652
188;5;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
189;8;0;0;0;0;0;0;0;0;0;1;0;1;2;446.0447608
190;8;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
191;1;0;1;1;0;0;0;1;0;1;0;0;0;4;507.837303
192;7;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
193;1;0;0;1;0;1;0;0;0;0;0;1;0;3;462.0151652
194;6;0;0;0;1;0;0;0;1;0;1;0;0;3;462.0151652
195;6;0;0;1;0;0;0;0;0;0;0;0;0;1;707.1721562
196;5;0;0;2;1;0;0;0;0;0;1;0;0;4;507.837303
197;8;0;0;0;0;0;0;0;0;0;1;0;0;1;707.1721562
198;2;0;0;0;1;0;0;0;0;1;0;0;0;2;446.0447608
199;2;2;0;1;0;0;0;0;0;1;0;0;0;4;507.837303
200;2;0;0;0;0;0;1;0;0;0;0;0;0;1;707.1721562
201;6;0;0;0;0;0;1;0;0;0;0;0;0;1;707.1721562
202;6;1;0;1;0;0;0;1;0;1;0;0;0;4;507.837303
203;2;0;0;0;0;0;1;0;0;0;0;0;0;1;707.1721562
204;3;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
205;5;0;0;0;0;0;0;0;0;0;0;0;2;2;446.0447608
206;3;0;1;0;1;0;0;1;0;1;0;0;0;4;507.837303
207;1;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
208;1;1;1;0;1;0;0;0;1;1;0;0;0;5;395.5361707
209;4;1;0;1;0;0;0;1;0;1;0;0;0;4;507.837303
210;5;1;1;1;0;0;0;0;0;1;0;0;0;4;507.837303
211;3;1;0;1;0;0;0;0;0;1;0;0;0;3;462.0151652
212;7;0;0;0;0;0;0;1;0;1;0;0;0;2;446.0447608
213;5;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
214;7;0;0;0;0;0;1;0;0;0;0;1;0;2;446.0447608
215;1;0;0;0;0;0;0;1;1;1;0;0;0;3;462.0151652
216;7;0;2;1;0;0;0;0;0;1;0;0;0;4;507.837303
217;1;0;1;0;1;0;0;0;2;0;1;0;0;5;395.5361707
218;7;0;0;0;0;1;0;0;0;0;0;0;0;1;707.1721562
219;6;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
220;4;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
221;6;0;0;0;0;0;0;0;0;0;1;0;1;2;446.0447608
222;4;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
223;5;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
224;8;0;0;0;0;0;1;0;0;0;0;0;0;1;707.1721562
225;6;0;0;1;0;0;1;0;0;0;0;0;1;3;462.0151652
226;4;0;0;1;0;0;0;2;0;1;0;0;0;4;507.837303
227;8;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
228;7;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
229;1;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
230;8;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
231;3;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
232;8;0;0;1;0;0;1;0;0;0;0;1;0;3;462.0151652
233;5;0;0;0;0;0;0;2;0;1;0;0;0;3;462.0151652
234;4;0;0;1;0;0;0;2;0;1;0;0;0;4;507.837303
235;1;0;0;1;0;0;0;2;0;1;0;0;0;4;507.837303
236;3;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
237;1;0;2;0;1;0;0;0;0;0;1;0;0;4;507.837303
238;6;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
239;6;1;0;1;0;0;0;0;1;0;0;0;0;3;462.0151652
240;3;0;1;1;0;0;0;0;1;1;0;0;0;4;507.837303
241;7;0;0;0;0;0;1;0;0;0;0;1;0;2;446.0447608
242;6;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
243;5;0;0;0;0;0;0;0;0;1;0;1;0;2;446.0447608
244;6;0;0;0;1;0;0;1;1;1;0;0;0;4;507.837303
245;5;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
246;8;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
247;2;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
248;8;0;0;1;0;1;0;0;0;0;0;0;0;2;446.0447608
249;7;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
250;1;1;1;1;0;0;0;1;0;1;0;0;0;5;395.5361707
251;5;0;0;0;0;0;0;0;0;1;0;1;0;2;446.0447608
252;7;0;0;1;0;1;0;0;0;0;0;1;0;3;462.0151652
253;8;0;0;0;0;0;0;0;0;0;1;0;0;1;707.1721562
254;7;0;0;1;0;0;0;0;0;1;0;0;0;2;446.0447608
255;8;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
256;6;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
257;3;0;0;1;0;1;0;0;0;0;1;0;0;3;462.0151652
258;5;0;1;0;1;0;0;0;1;0;1;0;0;4;507.837303
259;2;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
260;2;0;0;0;0;0;0;0;1;1;0;1;0;3;462.0151652
261;4;0;0;1;0;0;0;0;0;1;0;0;0;2;446.0447608
262;8;0;0;1;0;0;0;0;1;1;0;0;1;4;507.837303
263;2;0;0;1;1;0;0;0;1;0;1;0;0;4;507.837303
264;6;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
265;4;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
266;7;0;0;0;1;0;0;0;0;1;1;0;0;3;462.0151652
267;2;0;0;1;1;0;0;0;1;0;1;0;0;4;507.837303
268;7;0;1;0;0;0;0;0;0;0;0;1;0;2;446.0447608
269;1;0;1;0;0;0;1;0;0;1;0;0;0;3;462.0151652
270;4;0;0;0;0;0;1;0;0;2;0;0;0;3;462.0151652
271;6;0;0;0;0;1;0;0;0;1;0;1;0;3;462.0151652
272;7;0;0;1;0;1;0;0;0;0;1;0;0;3;462.0151652
273;3;0;0;0;0;0;0;0;0;1;1;0;0;2;446.0447608
274;1;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
275;4;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
276;4;0;0;0;0;1;0;0;0;0;0;0;0;1;707.1721562
277;3;1;0;0;0;1;0;0;0;1;0;1;0;4;507.837303
278;2;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
279;1;0;0;1;0;0;0;0;2;1;0;0;0;4;507.837303
280;3;0;0;0;0;0;1;0;0;0;0;0;0;1;707.1721562
281;7;0;0;0;0;0;1;0;0;0;0;0;0;1;707.1721562
282;6;0;0;0;0;0;0;0;1;0;0;1;0;2;446.0447608
283;6;0;0;1;0;0;0;0;1;1;0;0;0;3;462.0151652
284;4;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
285;5;0;0;0;0;0;1;0;0;0;0;1;0;2;446.0447608
286;1;0;0;2;0;1;0;0;0;0;0;1;0;4;507.837303
287;4;0;0;1;0;1;0;0;1;0;0;1;0;4;507.837303
288;6;2;0;1;0;0;0;1;0;1;0;0;0;5;395.5361707
289;6;0;0;0;0;1;0;0;0;0;0;0;1;2;446.0447608
290;5;0;0;0;1;0;0;0;0;0;0;0;0;1;707.1721562
291;2;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
292;5;0;0;2;0;0;0;0;0;0;0;1;0;3;462.0151652
293;5;0;1;0;0;1;0;0;1;1;1;0;0;5;395.5361707
294;6;0;0;1;0;0;0;0;2;1;0;0;0;4;507.837303
295;3;0;0;0;0;0;0;0;0;2;0;1;0;3;462.0151652
296;4;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
297;4;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
298;5;0;0;1;0;0;0;0;0;1;0;1;0;3;462.0151652
299;5;0;0;0;1;0;0;0;0;1;0;0;0;2;446.0447608
300;8;0;0;0;2;0;0;0;0;0;0;0;0;2;446.0447608
301;8;0;0;0;1;0;0;0;0;0;0;0;0;1;707.1721562
302;7;1;0;1;0;0;0;0;1;1;0;0;0;4;507.837303
303;3;0;0;0;0;1;0;0;0;0;1;0;0;2;446.0447608
304;8;0;0;1;0;0;0;0;0;1;1;0;0;3;462.0151652
305;7;0;1;1;0;0;0;0;1;1;0;0;0;4;507.837303
306;3;0;0;2;0;0;0;0;0;2;0;1;0;5;395.5361707
307;1;0;1;1;1;0;0;0;0;0;1;0;0;4;507.837303
308;4;2;0;1;0;0;0;0;0;1;0;0;0;4;507.837303
309;2;0;0;0;1;0;0;0;0;0;0;0;0;1;707.1721562
310;4;0;0;1;0;0;0;1;1;1;0;0;0;4;507.837303
311;2;0;0;1;0;0;0;0;0;1;0;0;0;2;446.0447608
312;5;0;0;0;0;0;0;0;1;1;0;0;0;2;446.0447608
313;5;0;1;0;0;0;0;1;0;1;0;0;0;3;462.0151652
314;3;1;0;0;0;0;0;1;0;1;0;0;0;3;462.0151652
315;2;0;0;0;0;1;0;0;0;0;0;0;0;1;707.1721562
316;2;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
317;3;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
318;7;0;0;1;0;1;0;0;0;0;1;0;0;3;462.0151652
319;4;1;0;1;0;0;0;1;0;1;0;0;0;4;507.837303
320;5;0;0;1;0;1;0;0;0;2;0;1;0;5;395.5361707
321;2;0;0;0;0;0;1;0;0;0;0;0;0;1;707.1721562
322;7;0;0;1;0;0;0;0;0;0;1;0;0;2;446.0447608
323;1;0;0;1;0;0;0;0;1;0;1;0;0;3;462.0151652
324;6;1;1;1;0;0;0;0;0;0;1;0;0;4;507.837303
325;8;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
326;1;0;1;1;0;0;0;0;1;1;0;0;0;4;507.837303
327;4;0;0;0;0;0;0;0;0;0;1;0;0;1;707.1721562
328;4;0;0;0;1;0;0;0;0;0;0;1;0;2;446.0447608
329;1;0;1;1;0;0;0;0;0;1;0;0;0;3;462.0151652
330;7;0;1;1;0;0;0;0;1;0;1;0;0;4;507.837303
331;8;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
332;7;0;0;0;0;0;0;0;1;0;1;0;1;3;462.0151652
333;5;0;0;0;0;0;0;0;0;1;0;0;0;1;707.1721562
334;7;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
335;4;1;0;1;0;0;0;0;0;1;0;0;0;3;462.0151652
336;7;0;0;1;0;0;0;0;0;0;0;0;0;1;707.1721562
337;8;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
338;5;0;1;0;0;0;0;0;0;1;0;0;0;2;446.0447608
339;8;0;0;0;0;1;0;0;2;0;0;1;0;4;507.837303
340;8;0;0;1;0;1;0;0;1;0;1;0;0;4;507.837303
341;1;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
342;3;0;0;0;0;0;0;0;0;1;1;0;0;2;446.0447608
343;5;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
344;4;0;0;0;0;0;1;0;0;0;0;0;0;1;707.1721562
345;2;0;1;0;1;0;0;0;1;0;1;0;0;4;507.837303
346;7;2;0;0;1;0;0;0;1;1;0;0;0;5;395.5361707
347;7;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
348;7;0;0;0;0;0;1;0;0;0;0;0;0;1;707.1721562
349;8;0;0;0;0;1;0;0;0;0;0;0;1;2;446.0447608
350;5;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
351;7;0;1;0;0;1;0;0;0;0;0;1;0;3;462.0151652
352;7;0;0;1;0;0;0;1;0;1;0;0;0;3;462.0151652
353;4;1;0;1;0;0;0;0;1;1;0;0;0;4;507.837303
354;7;1;0;1;0;0;0;1;0;1;0;0;0;4;507.837303
355;8;0;0;0;0;0;1;0;0;0;0;1;0;2;446.0447608
356;4;1;0;1;0;0;0;0;0;1;0;0;0;3;462.0151652
357;3;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
358;8;0;0;1;0;0;0;1;0;1;0;0;0;3;462.0151652
359;3;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
360;4;0;0;0;0;0;0;0;0;0;0;1;0;1;707.1721562
361;6;0;0;0;0;1;0;0;0;0;0;1;0;2;446.0447608
362;8;0;0;0;0;1;0;0;0;0;1;0;0;2;446.0447608
363;8;0;0;0;1;0;0;0;1;0;1;0;0;3;462.0151652
364;3;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
365;2;0;0;0;0;1;0;0;2;0;0;1;0;4;507.837303
366;2;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
367;1;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
368;7;0;0;0;0;0;1;0;0;0;0;0;1;2;446.0447608
369;6;0;0;1;0;0;1;0;0;0;0;1;0;3;462.0151652
370;6;0;0;0;0;0;0;0;0;0;0;0;1;1;707.1721562
371;6;0;0;0;0;1;0;0;0;0;1;0;0;2;446.0447608
372;5;1;0;1;0;0;0;0;0;1;0;0;0;3;462.0151652
373;5;0;0;1;0;0;0;0;0;0;0;0;0;1;707.1721562
374;3;0;0;1;0;0;0;0;0;0;0;0;0;1;707.1721562
375;5;0;0;0;0;0;0;0;0;1;0;0;0;1;707.1721562
376;1;0;0;1;0;0;0;0;0;1;0;0;0;2;446.0447608
377;5;0;0;1;0;0;0;0;0;1;0;0;0;2;446.0447608
378;6;0;0;1;0;0;0;0;0;1;0;0;0;2;446.0447608
379;2;0;0;0;0;1;0;0;1;0;1;0;0;3;462.0151652
380;3;1;0;1;0;0;0;0;0;1;0;0;0;3;462.0151652
381;8;0;0;0;0;1;0;0;0;1;0;1;0;3;462.0151652
382;6;0;0;0;1;0;0;0;2;1;0;0;0;4;507.837303
383;2;0;0;1;1;0;0;0;1;0;1;0;0;4;507.837303
384;6;0;1;0;0;1;0;0;0;0;1;0;0;3;462.0151652
385;1;0;0;1;0;0;0;0;0;0;0;1;0;2;446.0447608
386;5;1;0;0;0;0;0;1;0;1;0;0;0;3;462.0151652
387;3;0;0;1;0;1;0;0;0;0;0;0;1;3;462.0151652
388;5;0;1;1;0;1;0;0;0;0;1;0;0;4;507.837303
